L1,L2,L3,switch
1.06,6.19,3.19,switch
2.26,2.26,2.12,not_switch
0.38,2.28,6.27,switch
5.89,5.82,5.95,not_switch
1.81,3.22,3.7,switch
6.45,6.61,6.55,not_switch
3.78,0.83,5.07,switch
2.95,2.98,3.1,not_switch
1.52,2.56,4.34,switch
1.28,1.33,1.35,not_switch
-1.77,-0.83,0.85,switch
6.14,6.01,6.16,not_switch
2.77,1.5,6.4,switch
1.82,1.73,1.73,not_switch
-1.56,0.21,-2.69,switch
3.04,2.99,3.02,not_switch
0.63,-1.66,-3.32,switch
0.87,0.82,0.8,not_switch
3.59,5.76,1.14,switch
3.59,3.64,3.7,not_switch
0.98,-1.97,0.3,switch
3.92,3.82,3.97,not_switch
6.47,0.78,1.96,switch
4.76,4.81,4.89,not_switch
0.36,-3.02,0.16,switch
2.65,2.61,2.61,not_switch
0.63,2.56,5.81,switch
1.11,1.28,1.14,not_switch
0.54,-0.76,-1.09,switch
5.5,5.64,5.6,not_switch
5.04,2.17,1.17,switch
6.18,6.0,5.95,not_switch
5.34,1.32,2.63,switch
5.3,5.2,5.4,not_switch
0.05,-2.84,-1.3,switch
6.39,6.2,6.3,not_switch
2.48,5.58,0.63,switch
4.54,4.7,4.6,not_switch
1.58,4.16,1.88,switch
2.05,2.1,2.05,not_switch
-0.53,-3.35,0.98,switch
4.64,4.64,4.77,not_switch
0.74,3.38,5.92,switch
3.47,3.5,3.53,not_switch
2.92,0.54,3.63,switch
2.98,2.77,2.81,not_switch
2.01,0.56,5.81,switch
3.53,3.68,3.55,not_switch
0.75,3.57,5.5,switch
5.57,5.58,5.48,not_switch
0.77,-1.91,0.44,switch
2.52,2.33,2.51,not_switch
0.96,-1.03,0.13,switch
5.49,5.39,5.42,not_switch
1.56,4.79,3.56,switch
1.99,2.13,1.98,not_switch
4.97,2.65,1.44,switch
1.87,1.87,1.86,not_switch
2.38,4.36,3.86,switch
1.76,1.8,1.85,not_switch
5.84,1.66,2.8,switch
6.15,6.02,6.08,not_switch
-3.16,-1.61,1.41,switch
5.25,5.11,5.25,not_switch
3.45,1.23,5.81,switch
4.49,4.41,4.53,not_switch
3.33,6.46,1.46,switch
3.13,3.0,3.08,not_switch
2.71,5.48,2.41,switch
3.13,3.25,3.25,not_switch
2.51,5.12,1.89,switch
1.8,1.82,1.75,not_switch
4.47,1.49,3.44,switch
3.74,3.78,3.88,not_switch
-1.13,-2.87,0.02,switch
6.16,6.26,6.09,not_switch
0.72,1.63,5.45,switch
5.95,5.91,6.0,not_switch
0.97,-0.27,-0.98,switch
3.79,3.63,3.65,not_switch
3.72,0.43,1.73,switch
3.53,3.58,3.54,not_switch
1.05,5.03,3.29,switch
0.93,0.92,1.0,not_switch
4.42,1.35,2.98,switch
2.64,2.66,2.64,not_switch
6.06,2.34,0.3,switch
4.97,4.94,4.95,not_switch
1.62,3.57,6.14,switch
3.65,3.77,3.75,not_switch
-1.61,-0.16,-0.52,switch
4.48,4.53,4.59,not_switch
1.45,4.46,3.09,switch
1.83,1.84,1.77,not_switch
5.03,0.69,3.96,switch
5.97,6.0,6.05,not_switch
-1.93,-1.82,0.28,switch
1.63,1.48,1.6,not_switch
3.24,4.5,0.94,switch
5.66,5.64,5.68,not_switch
3.84,1.08,5.57,switch
1.46,1.56,1.62,not_switch
4.15,3.03,1.0,switch
1.03,1.05,1.02,not_switch
0.85,2.12,4.94,switch
2.39,2.59,2.4,not_switch
0.27,-0.02,-0.76,switch
4.17,4.24,4.29,not_switch
4.65,3.75,1.05,switch
1.41,1.43,1.29,not_switch
0.12,-0.65,-1.77,switch
5.26,5.19,5.16,not_switch
2.49,3.93,0.53,switch
1.63,1.45,1.53,not_switch
6.05,0.37,2.36,switch
1.03,0.95,0.94,not_switch
-1.79,-1.59,0.55,switch
6.26,6.32,6.41,not_switch
1.47,-1.4,-2.95,switch
3.37,3.43,3.42,not_switch
0.74,-1.47,-1.68,switch
2.86,2.85,2.84,not_switch
6.4,1.63,0.46,switch
0.9,0.96,0.87,not_switch
3.11,4.36,1.38,switch
2.08,2.04,1.9,not_switch
2.59,0.79,6.21,switch
3.06,3.11,3.1,not_switch
5.98,0.3,2.7,switch
5.11,5.23,5.11,not_switch
2.33,1.74,4.26,switch
6.27,6.33,6.33,not_switch
0.86,3.27,6.2,switch
2.25,2.33,2.31,not_switch
0.24,-1.56,-2.97,switch
3.88,3.84,3.84,not_switch
3.32,5.43,0.56,switch
0.9,1.01,0.81,not_switch
5.89,2.72,1.14,switch
4.45,4.31,4.44,not_switch
-0.0,-2.98,-1.01,switch
1.22,1.32,1.34,not_switch
-2.24,-0.24,1.49,switch
3.95,4.09,4.02,not_switch
2.0,2.51,4.43,switch
2.42,2.36,2.36,not_switch
3.26,1.58,5.63,switch
1.57,1.52,1.63,not_switch
1.66,5.72,2.61,switch
3.55,3.46,3.56,not_switch
1.83,3.12,4.37,switch
1.84,1.84,1.94,not_switch
0.3,-1.34,-1.82,switch
1.01,1.02,1.12,not_switch
6.28,1.53,2.86,switch
6.29,6.22,6.38,not_switch
-2.24,0.32,1.47,switch
5.9,5.93,5.9,not_switch
-1.17,0.75,-1.6,switch
5.13,5.01,4.99,not_switch
2.98,0.57,6.2,switch
4.11,4.09,4.08,not_switch
3.13,5.82,1.05,switch
5.46,5.56,5.39,not_switch
4.36,3.14,2.19,switch
4.55,4.43,4.44,not_switch
-1.45,-0.01,-0.85,switch
4.44,4.52,4.43,not_switch
4.08,3.67,2.35,switch
4.5,4.45,4.43,not_switch
2.94,0.58,3.67,switch
4.5,4.55,4.53,not_switch
-1.78,-1.79,0.98,switch
3.88,3.94,3.94,not_switch
2.94,5.83,1.92,switch
0.77,0.73,0.85,not_switch
2.76,0.62,4.63,switch
4.78,4.56,4.68,not_switch
0.75,3.43,6.37,switch
3.46,3.37,3.5,not_switch
-1.49,1.44,-0.07,switch
1.19,1.33,1.3,not_switch
2.78,5.0,1.26,switch
2.4,2.56,2.63,not_switch
2.37,6.38,1.89,switch
2.56,2.56,2.43,not_switch
0.09,0.44,-0.74,switch
3.96,3.94,3.91,not_switch
3.13,1.42,5.7,switch
0.27,0.23,0.37,not_switch
1.81,0.82,4.58,switch
1.49,1.52,1.41,not_switch
-1.64,-2.52,1.0,switch
4.15,4.26,4.16,not_switch
0.71,6.41,2.77,switch
2.69,2.6,2.65,not_switch
1.96,3.55,1.96,switch
5.05,4.86,4.86,not_switch
-0.6,1.09,-2.09,switch
2.76,2.74,2.76,not_switch
2.86,5.95,2.17,switch
4.02,4.06,4.19,not_switch
1.1,0.21,-2.49,switch
0.36,0.41,0.35,not_switch
5.38,1.73,1.94,switch
5.76,5.72,5.72,not_switch
5.92,0.53,2.5,switch
1.69,1.65,1.57,not_switch
5.76,2.01,1.36,switch
6.06,6.01,6.07,not_switch
-0.93,0.15,-0.83,switch
3.24,3.28,3.32,not_switch
4.9,3.09,1.74,switch
3.43,3.48,3.48,not_switch
1.43,4.68,2.98,switch
1.59,1.7,1.69,not_switch
-0.06,-1.88,-1.55,switch
5.51,5.52,5.57,not_switch
-1.39,1.48,-0.35,switch
3.51,3.6,3.59,not_switch
5.0,0.7,3.48,switch
4.39,4.45,4.41,not_switch
2.97,2.0,5.67,switch
4.94,4.9,4.94,not_switch
-1.06,-0.16,-1.46,switch
3.91,3.87,4.02,not_switch
0.0,-0.11,-0.82,switch
0.51,0.49,0.63,not_switch
0.32,2.44,5.36,switch
4.44,4.52,4.55,not_switch
-1.44,0.05,0.49,switch
5.29,5.11,5.27,not_switch
-1.24,0.27,-0.51,switch
5.69,5.63,5.51,not_switch
6.02,2.53,0.92,switch
3.42,3.48,3.46,not_switch
1.86,6.16,2.0,switch
0.67,0.58,0.68,not_switch
1.63,4.6,1.69,switch
3.58,3.72,3.69,not_switch
0.57,3.63,6.4,switch
4.66,4.64,4.58,not_switch
2.54,3.63,1.43,switch
4.11,4.29,4.29,not_switch
0.2,-1.37,0.53,switch
3.39,3.46,3.6,not_switch
2.36,3.54,1.27,switch
3.71,3.73,3.63,not_switch
1.74,4.6,2.07,switch
4.21,4.13,4.11,not_switch
-2.54,-0.81,0.06,switch
0.5,0.41,0.4,not_switch
1.3,-1.44,-3.4,switch
3.33,3.43,3.46,not_switch
-0.36,0.35,-2.51,switch
4.55,4.73,4.59,not_switch
-2.06,0.35,-1.34,switch
4.64,4.71,4.57,not_switch
-0.9,-2.58,0.92,switch
6.57,6.59,6.6,not_switch
1.56,1.59,4.12,switch
0.78,0.74,0.72,not_switch
3.85,1.94,2.97,switch
3.7,3.68,3.64,not_switch
4.12,3.68,2.34,switch
0.73,0.94,0.93,not_switch
3.44,4.03,0.53,switch
4.82,4.84,4.83,not_switch
1.32,-1.56,-0.08,switch
2.02,2.07,2.15,not_switch
0.11,-0.53,-2.07,switch
1.75,1.75,1.69,not_switch
0.34,0.56,-3.26,switch
1.51,1.43,1.46,not_switch
5.43,1.76,2.58,switch
1.91,1.91,2.03,not_switch
-3.08,-0.03,-0.59,switch
1.15,1.17,1.02,not_switch
2.76,5.8,2.04,switch
5.36,5.38,5.24,not_switch
3.88,2.39,0.39,switch
2.13,2.15,2.1,not_switch
2.53,1.62,4.25,switch
6.38,6.39,6.3,not_switch
3.13,1.23,5.74,switch
3.07,3.09,3.02,not_switch
3.4,4.86,1.46,switch
1.21,1.18,1.28,not_switch
3.05,1.24,5.88,switch
4.26,4.29,4.19,not_switch
1.75,3.58,5.73,switch
4.52,4.38,4.55,not_switch
3.59,2.39,5.34,switch
5.87,5.8,5.79,not_switch
3.53,0.66,3.47,switch
2.86,2.86,2.89,not_switch
5.17,1.88,3.85,switch
1.6,1.78,1.81,not_switch
0.66,4.6,3.44,switch
2.0,1.91,1.81,not_switch
0.33,0.02,-2.89,switch
4.59,4.61,4.63,not_switch
0.69,-0.92,-2.75,switch
4.27,4.19,4.16,not_switch
-1.15,0.9,-1.44,switch
1.44,1.44,1.47,not_switch
1.79,3.99,1.76,switch
1.49,1.62,1.45,not_switch
2.58,4.85,1.72,switch
1.5,1.52,1.53,not_switch
-0.14,-1.27,-0.42,switch
2.29,2.29,2.08,not_switch
1.21,5.99,3.48,switch
5.08,5.16,5.17,not_switch
6.26,3.51,2.33,switch
5.1,4.98,5.08,not_switch
1.32,-0.49,-1.83,switch
2.42,2.44,2.6,not_switch
1.07,2.76,5.08,switch
2.43,2.37,2.53,not_switch
5.85,1.51,0.63,switch
0.78,0.8,0.86,not_switch
0.86,5.7,2.37,switch
6.26,6.15,6.27,not_switch
-2.65,-1.33,0.6,switch
1.64,1.63,1.59,not_switch
-1.57,-0.54,0.68,switch
1.05,1.13,1.06,not_switch
2.62,0.32,6.28,switch
0.45,0.51,0.57,not_switch
0.7,2.03,4.78,switch
5.67,5.9,5.7,not_switch
1.14,2.99,3.98,switch
3.12,3.24,3.28,not_switch
0.04,-2.38,0.48,switch
2.88,2.86,2.84,not_switch
-1.75,0.09,-0.49,switch
5.09,5.25,5.12,not_switch
3.08,5.41,0.74,switch
5.84,5.66,5.87,not_switch
-1.31,0.42,-1.87,switch
3.7,3.58,3.74,not_switch
3.77,1.81,6.06,switch
2.62,2.63,2.69,not_switch
3.69,5.89,2.46,switch
5.92,5.99,6.11,not_switch
-1.68,0.83,0.26,switch
3.94,3.95,4.0,not_switch
5.56,2.36,2.63,switch
4.42,4.22,4.31,not_switch
0.06,1.01,-0.61,switch
1.39,1.23,1.29,not_switch
2.94,4.24,0.42,switch
6.31,6.33,6.2,not_switch
1.41,3.71,4.07,switch
4.58,4.63,4.61,not_switch
-1.76,-1.43,1.32,switch
4.02,3.98,4.08,not_switch
-1.36,-1.62,0.69,switch
1.26,1.15,1.25,not_switch
5.82,1.04,2.31,switch
5.87,5.95,5.86,not_switch
1.69,2.51,5.85,switch
6.15,6.08,6.08,not_switch
0.1,-1.39,-3.17,switch
6.12,6.16,6.17,not_switch
2.16,6.49,3.36,switch
2.27,2.38,2.29,not_switch
5.14,1.02,3.48,switch
6.3,6.32,6.34,not_switch
0.94,4.56,2.17,switch
0.79,0.76,0.67,not_switch
2.23,4.49,1.94,switch
0.6,0.55,0.54,not_switch
-0.42,1.06,-1.63,switch
2.67,2.64,2.65,not_switch
1.74,0.34,5.29,switch
2.01,2.17,2.13,not_switch
0.66,3.63,6.1,switch
4.09,4.02,4.08,not_switch
3.25,1.48,5.56,switch
1.28,1.18,1.1,not_switch
5.01,1.24,2.6,switch
1.07,1.04,1.2,not_switch
5.99,1.97,3.76,switch
1.61,1.66,1.57,not_switch
1.77,5.02,0.46,switch
4.59,4.58,4.5,not_switch
0.06,-2.03,1.08,switch
3.31,3.39,3.34,not_switch
-2.32,0.8,-1.09,switch
5.0,5.1,5.17,not_switch
2.38,3.7,4.21,switch
5.19,5.37,5.26,not_switch
6.36,0.98,1.7,switch
1.94,1.96,1.94,not_switch
-1.96,-1.89,1.25,switch
4.06,4.21,4.22,not_switch
0.74,3.96,4.54,switch
3.37,3.35,3.3,not_switch
4.48,3.92,2.06,switch
1.78,1.78,1.88,not_switch
4.99,1.87,2.97,switch
3.41,3.53,3.46,not_switch
-1.04,0.35,-1.73,switch
3.08,3.08,3.27,not_switch
5.44,1.86,3.32,switch
4.86,4.87,4.93,not_switch
3.3,4.06,1.34,switch
4.71,4.81,4.91,not_switch
-1.59,0.56,-2.39,switch
3.09,3.1,3.1,not_switch
-1.55,-0.02,0.39,switch
4.95,4.89,4.97,not_switch
-0.97,0.15,0.31,switch
2.78,2.55,2.7,not_switch
5.69,1.85,2.11,switch
3.31,3.3,3.39,not_switch
-0.11,0.41,-2.95,switch
0.45,0.43,0.64,not_switch
1.52,2.58,5.77,switch
3.77,3.68,3.65,not_switch
0.4,-0.12,-1.33,switch
2.4,2.51,2.34,not_switch
0.98,4.24,2.84,switch
4.71,4.81,4.93,not_switch
2.28,1.97,5.59,switch
2.33,2.33,2.18,not_switch
0.91,-1.53,-0.16,switch
5.51,5.42,5.46,not_switch
-0.58,-1.32,-0.12,switch
5.75,5.65,5.64,not_switch
1.04,-1.94,-2.51,switch
2.62,2.55,2.65,not_switch
1.13,-2.47,-0.18,switch
0.38,0.29,0.28,not_switch
-1.07,0.32,-1.85,switch
1.07,1.19,1.05,not_switch
6.48,0.98,3.13,switch
0.79,0.69,0.78,not_switch
5.83,1.81,3.08,switch
5.64,5.69,5.6,not_switch
2.45,0.77,4.91,switch
2.63,2.71,2.62,not_switch
3.56,1.05,2.05,switch
0.9,0.92,0.86,not_switch
4.13,3.74,1.39,switch
0.45,0.47,0.63,not_switch
4.0,1.78,5.68,switch
1.74,1.62,1.72,not_switch
3.37,4.53,2.31,switch
5.67,5.6,5.62,not_switch
2.07,5.3,1.99,switch
4.94,4.79,4.84,not_switch
3.45,5.52,0.65,switch
4.91,4.94,4.91,not_switch
6.06,0.52,2.81,switch
0.76,0.75,0.72,not_switch
1.65,0.42,6.25,switch
1.8,1.81,1.75,not_switch
-1.26,0.34,-0.11,switch
2.31,2.39,2.41,not_switch
1.29,2.07,4.83,switch
2.76,2.89,2.81,not_switch
1.87,0.61,3.56,switch
3.19,3.13,3.28,not_switch
4.72,3.89,1.67,switch
5.13,5.31,5.31,not_switch
-2.87,0.76,-0.89,switch
4.98,5.0,4.94,not_switch
2.03,3.6,5.4,switch
0.94,0.97,1.03,not_switch
0.97,-2.41,-1.41,switch
2.39,2.47,2.39,not_switch
1.31,2.02,5.74,switch
2.83,2.72,2.86,not_switch
0.64,0.07,-3.05,switch
1.3,1.42,1.37,not_switch
2.7,5.02,1.67,switch
2.61,2.5,2.47,not_switch
0.46,5.77,2.04,switch
1.03,1.03,1.15,not_switch
0.39,0.78,-3.16,switch
3.74,3.61,3.56,not_switch
1.66,3.73,1.63,switch
1.35,1.3,1.47,not_switch
5.91,2.07,3.49,switch
5.46,5.38,5.5,not_switch
5.84,0.71,3.25,switch
0.89,1.09,0.91,not_switch
2.5,1.76,5.91,switch
1.5,1.63,1.53,not_switch
4.33,2.22,3.14,switch
3.04,3.0,3.05,not_switch
-0.19,-3.08,0.76,switch
4.99,4.98,5.15,not_switch
0.52,1.51,4.9,switch
5.88,6.03,5.92,not_switch
3.38,1.23,6.35,switch
1.61,1.45,1.38,not_switch
5.62,2.85,1.56,switch
6.23,6.33,6.2,not_switch
1.84,5.85,2.56,switch
1.35,1.37,1.29,not_switch
-2.42,-1.58,0.24,switch
3.86,3.9,3.89,not_switch
4.6,2.03,3.61,switch
3.51,3.3,3.49,not_switch
5.6,0.7,3.78,switch
4.75,4.59,4.69,not_switch
1.24,6.0,2.63,switch
2.17,2.02,2.23,not_switch
6.35,1.23,3.14,switch
0.54,0.73,0.64,not_switch
-1.8,-3.03,0.0,switch
3.28,3.29,3.36,not_switch
1.35,1.69,3.99,switch
2.56,2.66,2.47,not_switch
6.31,2.62,0.75,switch
5.7,5.71,5.5,not_switch
2.39,5.65,2.61,switch
6.37,6.42,6.34,not_switch
-1.49,0.84,-1.98,switch
1.02,1.15,1.13,not_switch
1.78,4.38,0.88,switch
4.9,4.7,4.76,not_switch
1.59,3.4,6.31,switch
5.53,5.59,5.64,not_switch
-0.72,-2.56,1.22,switch
5.09,5.01,5.1,not_switch
2.7,1.95,4.43,switch
0.77,0.78,0.77,not_switch
1.11,-0.9,-3.43,switch
2.35,2.51,2.37,not_switch
1.37,3.45,5.0,switch
0.55,0.48,0.57,not_switch
6.15,3.75,2.46,switch
4.11,4.18,4.07,not_switch
4.8,1.97,2.79,switch
6.54,6.58,6.38,not_switch
-0.11,-0.58,-3.06,switch
2.75,2.53,2.7,not_switch
3.74,1.55,2.59,switch
3.3,3.27,3.29,not_switch
5.54,2.55,2.26,switch
0.56,0.69,0.61,not_switch
1.71,1.83,5.23,switch
2.75,2.88,2.8,not_switch
-1.12,0.91,0.46,switch
4.54,4.67,4.45,not_switch
3.2,4.09,1.34,switch
2.36,2.49,2.34,not_switch
1.22,3.61,1.7,switch
3.55,3.36,3.48,not_switch
2.4,3.48,5.37,switch
0.97,1.04,1.13,not_switch
2.25,3.77,1.77,switch
4.97,5.07,4.96,not_switch
0.01,-1.82,-0.75,switch
1.25,1.33,1.38,not_switch
-1.68,0.1,0.28,switch
1.98,2.06,2.08,not_switch
5.94,1.21,2.88,switch
5.61,5.55,5.64,not_switch
2.6,6.37,0.34,switch
5.72,5.81,5.86,not_switch
-1.51,-1.89,0.57,switch
0.58,0.43,0.45,not_switch
0.04,0.93,-1.17,switch
2.66,2.54,2.49,not_switch
-1.18,-0.05,-3.38,switch
1.62,1.63,1.75,not_switch
3.32,0.96,3.72,switch
4.47,4.38,4.36,not_switch
2.02,3.61,5.32,switch
4.7,4.77,4.77,not_switch
1.5,3.13,5.46,switch
5.61,5.71,5.57,not_switch
1.67,2.68,6.06,switch
2.19,2.1,2.12,not_switch
1.41,-1.44,0.3,switch
1.85,1.83,1.71,not_switch
0.37,-1.23,-1.83,switch
1.84,1.89,1.87,not_switch
0.84,4.37,1.67,switch
5.3,5.25,5.25,not_switch
4.04,1.93,3.85,switch
3.68,3.57,3.68,not_switch
-1.49,-1.42,-0.14,switch
1.59,1.6,1.59,not_switch
-1.42,-0.33,1.4,switch
1.5,1.5,1.65,not_switch
1.71,4.74,2.79,switch
1.68,1.74,1.63,not_switch
3.07,2.02,5.56,switch
1.27,1.39,1.36,not_switch
4.57,2.82,0.7,switch
3.57,3.57,3.4,not_switch
2.83,0.48,5.2,switch
4.48,4.58,4.43,not_switch
-2.63,-1.62,0.41,switch
3.3,3.16,3.14,not_switch
5.36,3.68,1.26,switch
0.62,0.68,0.69,not_switch
1.05,2.73,4.15,switch
4.71,4.5,4.6,not_switch
4.74,1.03,2.72,switch
5.5,5.32,5.33,not_switch
2.37,6.47,1.86,switch
5.35,5.34,5.41,not_switch
-1.28,-3.44,0.14,switch
6.14,6.29,6.23,not_switch
-0.03,1.17,-1.19,switch
4.37,4.37,4.38,not_switch
1.83,6.06,0.68,switch
0.23,0.4,0.36,not_switch
0.29,-1.48,-2.61,switch
2.22,2.15,2.09,not_switch
0.85,4.86,3.46,switch
1.12,1.06,1.01,not_switch
5.6,1.66,1.94,switch
5.21,5.34,5.34,not_switch
0.47,2.59,5.75,switch
3.05,3.17,2.95,not_switch
-0.02,0.71,-0.82,switch
6.37,6.36,6.39,not_switch
4.21,0.69,3.32,switch
3.42,3.23,3.24,not_switch
1.2,-3.3,0.29,switch
3.47,3.58,3.66,not_switch
-0.72,0.99,-2.1,switch
6.0,6.01,6.08,not_switch
1.74,2.18,4.89,switch
6.13,6.16,6.09,not_switch
-0.7,1.17,0.33,switch
0.52,0.38,0.38,not_switch
0.8,2.41,3.93,switch
5.13,5.32,5.29,not_switch
1.67,3.84,0.67,switch
2.17,2.04,2.05,not_switch
0.89,-1.87,-3.45,switch
4.65,4.49,4.49,not_switch
-0.93,0.57,0.02,switch
4.11,4.08,4.32,not_switch
5.18,1.97,0.61,switch
3.21,3.24,3.22,not_switch
0.69,2.84,4.69,switch
1.48,1.39,1.25,not_switch
-1.07,-2.77,0.67,switch
3.87,3.69,3.72,not_switch
5.61,1.89,1.38,switch
2.59,2.66,2.8,not_switch
1.82,2.02,5.38,switch
5.1,5.17,5.29,not_switch
2.65,0.87,4.83,switch
1.5,1.45,1.44,not_switch
1.86,4.98,3.38,switch
2.02,2.03,2.22,not_switch
2.53,5.14,2.44,switch
6.0,6.12,6.01,not_switch
-1.03,-0.44,0.73,switch
2.76,2.71,2.82,not_switch
1.28,0.21,-3.28,switch
1.82,1.97,1.91,not_switch
3.53,1.11,2.65,switch
0.76,0.79,0.7,not_switch
2.09,2.84,5.81,switch
2.18,2.21,2.26,not_switch
1.06,-0.11,-1.25,switch
5.16,5.13,5.13,not_switch
0.84,3.24,4.72,switch
2.35,2.4,2.44,not_switch
-3.3,-1.88,1.22,switch
5.55,5.57,5.44,not_switch
1.69,3.42,6.25,switch
0.72,0.74,0.68,not_switch
-0.81,-3.39,0.25,switch
2.56,2.63,2.5,not_switch
-0.47,-1.45,-0.14,switch
2.8,2.98,2.86,not_switch
1.92,6.17,1.66,switch
4.48,4.38,4.45,not_switch
0.73,-0.33,-2.7,switch
2.15,2.19,2.11,not_switch
3.1,1.92,5.51,switch
3.3,3.49,3.33,not_switch
1.94,3.96,0.83,switch
4.4,4.46,4.35,not_switch
1.11,5.87,3.84,switch
0.67,0.62,0.5,not_switch
1.79,3.61,3.23,switch
3.88,3.88,3.83,not_switch
1.63,2.91,5.43,switch
1.95,1.82,1.95,not_switch
1.79,1.62,6.07,switch
6.38,6.47,6.4,not_switch
5.28,1.06,3.01,switch
1.27,1.24,1.23,not_switch
-0.48,-2.32,0.86,switch
5.42,5.25,5.36,not_switch
-0.6,0.94,-1.27,switch
1.07,1.0,1.16,not_switch
5.42,3.98,1.29,switch
3.04,2.91,2.86,not_switch
-2.98,-0.02,-0.87,switch
5.96,5.78,6.01,not_switch
5.24,3.09,1.14,switch
1.4,1.3,1.31,not_switch
-1.43,0.28,-1.37,switch
1.68,1.78,1.58,not_switch
6.19,2.85,1.57,switch
4.45,4.46,4.63,not_switch
0.88,-1.37,0.2,switch
1.42,1.3,1.23,not_switch
0.5,4.64,2.35,switch
0.78,0.8,0.71,not_switch
-3.05,-0.01,-1.4,switch
0.55,0.52,0.53,not_switch
2.4,6.28,1.74,switch
3.47,3.62,3.52,not_switch
2.21,0.45,4.41,switch
3.12,3.03,3.02,not_switch
2.43,4.4,3.24,switch
3.49,3.45,3.35,not_switch
5.23,3.31,1.29,switch
4.49,4.35,4.29,not_switch
3.32,0.33,4.16,switch
3.86,3.7,3.71,not_switch
1.99,1.72,3.58,switch
3.34,3.24,3.18,not_switch
0.59,4.62,1.67,switch
1.66,1.73,1.72,not_switch
-3.21,0.35,-1.01,switch
5.85,5.82,5.78,not_switch
4.7,3.95,0.71,switch
1.92,1.77,1.77,not_switch
1.23,5.55,2.39,switch
3.38,3.5,3.35,not_switch
5.13,1.73,2.99,switch
4.79,4.84,4.8,not_switch
1.69,5.35,1.62,switch
5.33,5.26,5.32,not_switch
4.51,1.2,3.2,switch
5.34,5.21,5.29,not_switch
0.51,0.39,-2.43,switch
2.82,3.05,2.85,not_switch
0.84,-1.05,0.34,switch
6.41,6.42,6.44,not_switch
5.79,1.24,3.28,switch
5.3,5.24,5.24,not_switch
1.4,-2.35,-0.62,switch
2.39,2.48,2.27,not_switch
0.09,-1.03,-2.39,switch
6.53,6.59,6.56,not_switch
-3.1,0.82,-1.07,switch
5.48,5.54,5.47,not_switch
1.28,5.02,2.76,switch
3.78,3.81,3.73,not_switch
0.41,3.52,3.43,switch
3.83,3.84,3.85,not_switch
3.69,0.38,1.58,switch
6.12,6.18,6.11,not_switch
2.9,5.57,0.77,switch
6.04,5.84,6.01,not_switch
6.13,0.78,3.49,switch
4.55,4.5,4.66,not_switch
3.16,1.25,5.35,switch
3.58,3.64,3.59,not_switch
3.26,4.84,1.22,switch
6.48,6.42,6.48,not_switch
4.22,0.73,2.02,switch
6.03,6.21,6.09,not_switch
3.78,2.49,5.3,switch
1.9,1.89,1.8,not_switch
4.79,1.55,3.97,switch
0.29,0.27,0.28,not_switch
2.52,1.91,4.93,switch
5.85,5.83,6.04,not_switch
4.72,2.08,1.78,switch
0.51,0.58,0.49,not_switch
-2.15,1.13,-0.66,switch
5.43,5.35,5.22,not_switch
0.94,5.08,3.46,switch
3.94,4.0,3.88,not_switch
2.49,2.64,4.76,switch
4.72,4.59,4.59,not_switch
1.42,3.76,4.36,switch
5.78,5.66,5.58,not_switch
1.85,1.86,5.11,switch
6.22,6.41,6.3,not_switch
2.54,4.29,1.93,switch
5.3,5.25,5.4,not_switch
0.19,-2.79,-0.26,switch
4.84,4.92,4.95,not_switch
2.83,3.56,0.42,switch
6.5,6.42,6.56,not_switch
3.61,5.75,0.74,switch
2.5,2.67,2.54,not_switch
6.28,0.6,3.73,switch
1.36,1.49,1.5,not_switch
3.22,0.92,4.5,switch
2.52,2.55,2.6,not_switch
1.46,4.05,3.43,switch
5.18,5.28,5.2,not_switch
-0.77,0.87,-1.73,switch
2.81,2.8,2.81,not_switch
-0.15,-2.11,0.06,switch
4.09,3.88,4.02,not_switch
0.74,-0.45,-3.19,switch
2.43,2.38,2.25,not_switch
2.9,3.77,1.42,switch
3.62,3.48,3.55,not_switch
5.71,3.47,2.16,switch
4.11,4.19,4.22,not_switch
-1.61,-0.07,-2.35,switch
3.57,3.57,3.62,not_switch
2.0,3.48,4.32,switch
4.25,4.4,4.2,not_switch
3.51,0.66,4.75,switch
1.26,1.33,1.3,not_switch
-0.11,0.36,-2.3,switch
5.02,4.93,4.91,not_switch
0.98,5.1,3.02,switch
3.38,3.36,3.44,not_switch
2.94,6.28,0.7,switch
1.18,1.19,1.18,not_switch
0.18,0.33,-1.31,switch
5.66,5.86,5.82,not_switch
-1.47,0.7,-3.11,switch
6.01,5.99,5.97,not_switch
5.41,2.27,1.76,switch
1.38,1.26,1.27,not_switch
2.13,2.98,4.02,switch
3.7,3.59,3.63,not_switch
3.94,1.06,1.76,switch
1.28,1.32,1.26,not_switch
3.76,2.82,0.41,switch
1.24,1.3,1.19,not_switch
5.23,1.5,1.49,switch
4.69,4.67,4.78,not_switch
1.9,4.35,2.36,switch
3.06,3.05,3.09,not_switch
2.91,6.11,0.54,switch
2.27,2.18,2.24,not_switch
-1.37,-2.99,1.01,switch
4.66,4.47,4.59,not_switch
-0.08,-2.98,0.47,switch
1.75,1.73,1.73,not_switch
0.89,-0.72,-3.37,switch
4.27,4.19,4.2,not_switch
3.89,1.15,1.74,switch
3.23,3.19,3.23,not_switch
4.18,1.8,2.64,switch
5.29,5.38,5.28,not_switch
1.55,5.88,1.55,switch
6.55,6.41,6.47,not_switch
1.52,2.49,5.32,switch
